"13A","19-20","11","Repairing of toilets","176784.33","Toilet","No Issue","",""
"13A","19-20","12","Repairing of toilets","200000","Toilet","No Issue","",""
"13A","19-20","13","Furniture related work","175742.75","Furniture","No Issue","",""
"13A","19-20","14","Supplying computers","100000","Computers","No Issue","",""
"13B","19-20","1","Footpath repairing work","197747.57","Footpath","No Issue","",""
"13B","19-20","2","Drainage related work","131552.54","Drainage","No Issue","",""
"13B","19-20","3","Chambers related work","131825.37","Drainage","No Issue","",""
"13B","19-20","4","Poles related work","139678.96","Development work","No Issue","",""
"13B","19-20","5","Electricity related work","141515.94","Electrification","No Issue","",""
"13B","19-20","6","Subway development work","178524.95","Decoration","No Issue","",""
"13B","19-20","7","Wall painting related work","199916.64","Colouring","No Issue","",""
"13B","19-20","8","Distribution of bags","200000","Bags","No Issue","",""
"13C","19-20","1","Installation of benches","199957.8","Benches","No Issue","",""
"13C","19-20","2","Fencing related work","160369.49","Fencing","No Issue","",""
"13C","19-20","3","Fencing related work","161404.7","Fencing","No Issue","",""
"13C","19-20","4","Wall painting related work","199887.93","Colouring","No Issue","",""
"13C","19-20","5","Wall painting related work","199584","Colouring","No Issue","",""
"13D","19-20","1","Direction and nameplates installation","176617.88","Nameplates","No Issue","",""
"13D","19-20","2","Footpath repairing work","199785.2","Footpath","No Issue","",""
"13D","19-20","3","Installation of AC ","166600.95","Electrification","No Issue","",""
"13D","19-20","4","Supplying computers","200000","Computers","No Issue","",""
"13D","19-20","5","Wall painting related work","199989.36","Colouring","No Issue","",""
"13D","19-20","6","Installation of benches","198108.65","Benches","No Issue","",""
"13D","19-20","7","Installation of benches","198108.65","Benches","No Issue","",""
"13D","19-20","8","Installation of information nameplates","82055.93","Nameplates","Resolved","Wrong amount in PDF data we have. Written as 882055.93","Looks okay- Tanmay"
"13D","19-20","9","Direction nameplates related work","99929.45","Nameplates","No Issue","",""
"13D","19-20","10","Distribution of bags for waste disposal","199981.6","Waste disposal","No Issue","",""
"32A","19-20","1","Installation of benches","200000","Benches","No Issue","",""
"32A","19-20","2","Installation of benches","200000","Benches","No Issue","",""
"32A","19-20","3","Installation of benches","200000","Benches","No Issue","",""
