"KASBA - VISHRAMBAUG WADA","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","20","","","","","","","","","","","","","","","","","","",""
"Ward No.","Year","Sr. No.","Details of the work","Amount","Expense Code","Issue Status","Original Comment","Resolution Comment","","","","","","","","","","","","","","","","",""
"29D","17-18","10","Concretization","115500","Concretization","","","","","","","","","","","","","","","","","","","",""
"29D","17-18","11","Concretization","116600","Concretization","","","","","","","","","","","","","","","","","","","",""
"29D","17-18","12","Concretization","117500","Concretization","","","","","","","","","","","","","","","","","","","",""
"29D","17-18","13","Concretization","774000","Concretization","","","","","","","","","","","","","","","","","","","",""
"29D","17-18","14","Concretization and putting drainage line","193900","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","1","Coal tar road","877000.87","Road","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","2","Coal tar road","873530.57","Road","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","3","Development of road","875399.88","Road","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","4","Repairing footpath","762362.9","Footpath","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","5","UTWT Concretization","875399.88","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","6","Trimax concretization","876292.52","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","7","Concretization","875399.88","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","8","Concretization","876195.62","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","9","Concretization","875399.88","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","10","Trimax concretization","875399.88","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","11","Trimax concretization","871977.1","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","12","Concretization","871977.1","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","13","UTWT Concretization","875399.88","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","14","Sign boards","829212.18","Nameplates","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","15","Miscellaneous Development Work","891921.28","Development work","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","16","Miscellaneous Development Work","827688.99","Development work","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","17","Constructing wall","878714.15","Fencing","","","","","","","","","","","","","","","","","","","",""
"29A","18-19","18","Constructing wall","865339.47","Fencing","","","","","","","","","","","","","","","","","","","",""
"29B","18-19","1","Building library","861339.55","Library","","","","","","","","","","","","","","","","","","","",""
"29B","18-19","2","Constructing 2 floor building","853719.11","Buildings","","","","","","","","","","","","","","","","","","","",""
"29B","18-19","3","Development work","878064.04","Development work","","","","","","","","","","","","","","","","","","","",""
"29B","18-19","4","Constructing wall and miscellaneous development work","796415.4","Fencing","","","","","","","","","","","","","","","","","","","",""
"29B","18-19","5","Building Samaj mandir","851732.2","Buildings","","","","","","","","","","","","","","","","","","","",""
"29B","18-19","6","Jogging track and open gym","849906.08","Gym","","","","","","","","","","","","","","","","","","","",""
"29D","18-19","1","Development work","878038.89","Development work","","","","","","","","","","","","","","","","","","","",""
"29D","18-19","2","Internal repair work","887712.09","Development work","","","","","","","","","","","","","","","","","","","",""
"29D","18-19","3","Changing pipes and doors","895697.49","Water supply","","","","","","","","","","","","","","","","","","","",""
"29D","18-19","4","Laying tiles, waterproofing, plaster and concreating work","895608.8","Water supply","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","1","Road related work","994000","Road","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","2","Road related work","987000","Road","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","3","Coal tar road","953000","Road","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","4","Coal tar road","999000","Road","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","5","Coal tar road","999000","Road","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","6","Making footpath","990000","Footpath","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","7","Making footpath","916000","Footpath","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","8","Making footpath","994000","Footpath","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","9","Making footpath","892000","Footpath","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","10","Laying tiles","996000","Pavement blocks","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","11","Miscellaneous Development Work","989000","Development work","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","12","Concretization","989000","Concretization","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","13","Concretization","975000","Concretization","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","14","Thermoplastic paint","909000","Colouring","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","15","Sign boards","989000","Nameplates","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","16","Repairing toilets","989000","Toilet","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","17","Repairing toilets","989000","Toilet","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","18","Repairing toilets","994000","Toilet","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","19","Changing drainage line","989000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","20","Putting drainage line","989000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","21","Cleaning drainage line","994000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","22","Repairing chembers","989000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","23","Changing drainage line","989000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","24","Putting drainage line","993000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","25","Putting drainage line","990000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","26","Putting drainage line","989000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","27","Road related work","993000","Road","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","28","Concretization","992000","Concretization","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","29","Repairing toilets","900000","Toilet","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","30","Shed for yoga","889000","Buildings","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","31","Building hall for bachat gat","900000","Buildings","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","32","Building hall for bachat gat","989000","Buildings","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","33","Building e-library ","989000","Buildings","","","","","","","","","","","","","","","","","","","",""
"29C","18-19","34","Virangula kendra","988000","Buildings","","","","","","","","","","","","","","","","","","","",""
"29D","18-19","1","Coal tar road","885681.42","Road","","","","","","","","","","","","","","","","","","","",""
"29D","18-19","2","Coal tar road","885681.42","Road","","","","","","","","","","","","","","","","","","","",""
"29D","18-19","3","Coal tar road","885681.42","Road","","","","","","","","","","","","","","","","","","","",""
"29D","18-19","4","Installing blocks","880051.43","Pavement blocks","","","","","","","","","","","","","","","","","","","",""
"29D","18-19","5","Installing blocks","880051.42","Pavement blocks","","","","","","","","","","","","","","","","","","","",""
"29D","18-19","6","Installing blocks","870656.37","Pavement blocks","","","","","","","","","","","","","","","","","","","",""
"29B","18-19","1","Coal tar road","884884.23","Road","","","","","","","","","","","","","","","","","","","",""
"29B","18-19","2","Coal tar road","884884.23","Road","","","","","","","","","","","","","","","","","","","",""
"29B","18-19","3","Coal tar road","797281.35","Road","","","","","","","","","","","","","","","","","","","",""
"29B","18-19","4","Footpath related work","789888.35","Footpath","","","","","","","","","","","","","","","","","","","",""
"29B","18-19","5","Concretization","871886.73","Concretization","","","","","","","","","","","","","","","","","","","",""
"29B","18-19","6","Concretization","859838.26","Concretization","","","","","","","","","","","","","","","","","","","",""
"29B","18-19","7","Concretization","871886.73","Concretization","","","","","","","","","","","","","","","","","","","",""
"29D","18-19","1","Furniture related work","879723.85","Furniture","","","","","","","","","","","","","","","","","","","",""
"29D","18-19","2","Construction and improvement of Anganwadi","877408.92","Maintenance","","","","","","","","","","","","","","","","","","","",""
"29D","18-19","3","Flooring and improvement work in Samaj mandir","862188.64","Maintenance","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","1","Coal tar road","792692.1","Road","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","2","Coal tar road","792692.1","Road","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","3","Making footpath","881777.11","Footpath","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","4","Making footpath","859043.49","Footpath","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","5","Installing pavement blocks","774942.93","Pavement blocks","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","6","Cleaning radaroda","856958.4","Cleaning","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","7","Concretization","878454.34","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","8","Concretization","879075.41","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","9","Concretization","878365.62","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","10","Concretization","878365.62","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","11","Concretization","771897.06","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","12","Decoration","100000","Decoration","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","13","Thermoplastic sheets","624971.2","","Open","Expense code?","","","","","","","","","","","","","","","","","",""
"29A","19-20","14","Benches","100000","Benches","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","15","Construction of new gate and steps of Sarasbagh","100000","Maintenance","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","16","Colouring wall","741019.85","Colouring","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","17","Building related work","882207.89","Buildings","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","18","Building related work","876981.96","Buildings","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","19","Library furniture","880628.6","Furniture","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","20","Virangula kendra","886031.9","Buildings","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","21","Completing hall related work","886208.32","Buildings","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","22","Miscellaneous development work","887990.87","Development work","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","23","Repairing Samaj mandir","886031.9","Buildings","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","24"," Constructing wall","885975.51","Fencing","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","25"," Constructing wall","866931.63","Fencing","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","26"," Constructing wall","873499.29","Fencing","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","1","Coal tar road","831798.24","Road","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","2","Coal tar road","831798.24","Road","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","3","Coal tar road","831798.24","Road","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","4","Coal tar road","831798.24","Road","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","5","Footpath related work","769903.79","Footpath","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","6","Footpath related work","774891.6","Footpath","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","7","Concretization and laying tiles","100000","Concretization","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","8","Concretization and laying tiles","100000","Concretization","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","9","Concretization and laying tiles","100000","Concretization","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","10","Concretization and laying tiles","878319","Concretization","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","11","Sign boards and nameplates","775907.78","Nameplates","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","1","Constructing wall water tank","873499.29","Fencing","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","2","Constructing wall","873499.29","Fencing","","","","","","","","","","","","","","","","","","","",""
"29A","19-20","3","Constructing toilets","860566.97","Toilet","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","1","Making footpath","992000","Footpath","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","2","Making footpath","971000","Footpath","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","3","Making footpath","991000","Footpath","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","4","Road development work","998000","Road","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","5","Road development work","989000","Road","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","6","Road development work","989000","Road","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","7","Road development work","999000","Road","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","8","Road development work","985000","Road","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","9","Road development work","995000","Road","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","10","Road development work","996000","Road","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","11","Direction boards and traffic rule board","989000","Nameplates","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","12","Laying tiles","992000","Pavement blocks","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","13","Laying tiles","992000","Pavement blocks","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","14","Miscellaneous development work","995000","Development work","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","15","Completing remaining work of skating ring at bal bhavan","995000","Buildings","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","16","Repairing bus stop","998000","BusStop","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","17","Miscellaneous development work","991000","Development work","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","18","Miscellaneous development work","994000","Development work","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","19","Miscellaneous development work","986000","Development work","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","20","Repairing toilets","993000","Toilet","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","21","Repairing toilets","992000","Toilet","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","22","Repairing toilets","988000","Toilet","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","23","Miscellaneous development work","981000","Development work","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","24","Repairing dainage line ","994000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","25","Repairing dainage line ","993000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","26","Putting drainage line and laying tiles","992000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","27","Cleaning drainage line and repairing chember","992000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","28","Putting and repairing of drainage line ","993000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","29","Repairing dainage line ","992000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","30","Repairing dainage line ","993000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","19-20","31","Putting and repairing of drainage line ","996000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29","19-20","32","Road related work","987000","Road","","","","","","","","","","","","","","","","","","","",""
"29","19-20","33","Road related work","985000","Road","","","","","","","","","","","","","","","","","","","",""
"29","19-20","34","Concretization and laying tiles","990000","Concretization","","","","","","","","","","","","","","","","","","","",""
"29","19-20","35","Concretization","991000","Concretization","","","","","","","","","","","","","","","","","","","",""
"29","19-20","36","Direction boards ","989000","Nameplates","","","","","","","","","","","","","","","","","","","",""
"29","19-20","37","Completing remaining work of hall for bachat gat","996000","Buildings","","","","","","","","","","","","","","","","","","","",""
"29","19-20","38","Completing remaining work of Virangula kendra","746000","Buildings","","","","","","","","","","","","","","","","","","","",""
"29","19-20","39","Completing remaining work of e-library","990000","Library","","","","","","","","","","","","","","","","","","","",""
"29","19-20","40","Repairing toilets","992000","Toilet","","","","","","","","","","","","","","","","","","","",""
"29","19-20","41","Repairing toilets","998000","Toilet","","","","","","","","","","","","","","","","","","","",""
"29","19-20","42","Putting drainage line and repairing of chember","494000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29","19-20","43","Cleaning with the help of jet machine","989000","Cleaning","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","1","Coal tar road","831798.24","Road","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","2","Coal tar road","766269.03","Road","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","3","Installing pavement blocks","791416.29","Pavement blocks","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","4","Concretization and Installing pavement blocks","878365.62","Concretization","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","5","Concretization and Installing pavement blocks","771897.06","Concretization","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","6","Concretization","771897.06","Concretization","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","7","Improvment work in schools","889124.98","Buildings","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","8","Improvement woek in hospital","890595.93","Buildings","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","9","Improvement woek in colony","876909.68","Buildings","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","10","Repairing work in colony","859107.56","Maintenance","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","11","Building related work","873789.78","Maintenance","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","12","Decoration work","100000","Decoration","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","13","Miscellaneous development work","100000","Development work","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","14","Miscellaneous development work","889040.07","Development work","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","15","Decoration work","100000","Decoration","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","16","Shed for library","825187.71","Library","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","17","Miscellaneous development work","100000","Development work","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","18","Development work for ground","100000","Garden","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","19","Repair work of smarak","879573.42","Maintenance","","","","","","","","","","","","","","","","","","","",""
"29B","19-20","20","Wire fencing","899827.28","Electrification","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","21","Repair work ","885057.92","Maintenance","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","22","Laying tiles, waterproofing, making plaster and concreatization","888362.61","Water supply","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","23","Furniture work","888289.66","Furniture","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","24","Miscellaneous development work","830754.64","Development work","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","25","Miscellaneous development work","886938.89","Development work","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","26","Miscellaneous development work","883983","Development work","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","27","Gym equipments","100000","Gym","","","","","","","","","","","","","","","","","","","",""
"29D","19-20","28","Remaining work of water tank","888816.31","Water supply","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","1","Coal tar road","900000","Road","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","2","Remaining work of Circle of Vijayanagar","849000","Road","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","3","Buying benches,buckets and carrybags","1000000","Dustbin/Buckets","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","4","Miscellaneous development work","891000","Development work","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","5","Miscellaneous development work","899000","Development work","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","6","Pushcart purchase( dhakalgadi)","1000000","","Open","What will be the expense code?","","","","","","","","","","","","","","","","","",""
"29D","20-21","7","Electrification relatd work","1000000","Electrification","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","8","Distributing computers in school","1000000","Computers","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","9","Coal tar road","221900","Road","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","10","Coal tar road","132400","Road","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","11","Coal tar road","222600","Road","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","12","Coal tar road","222400","Road","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","13","Coal tar road","176600","Road","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","14","Making footpath","116400","Footpath","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","15","Concretization","178400","Concretization","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","16","Concretization","179000","Concretization","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","17","Concretization","203600","Concretization","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","18","Repairing work of colony","197500","Maintenance","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","19","Repairing work of colony","197400","Maintenance","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","20","Building related work","162600","Buildings","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","21","Repairing work of building","199500","Buildings","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","22","Furniture related work","199400","Furniture","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","23","Miscellaneous development work","134300","Development work","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","24","Remaining work of Samaj mandir","224900","Buildings","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","25","Miscellaneous development work","151100","Development work","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","26","Toilet repairing","199400","Toilet","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","27","Toilet repairing","197800","Toilet","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","28","Putting drainage line,laying tiles and concreatization","185600","Drainage","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","29","Pavasali line","179300","Drainage","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","30","Pavasali line","179900","Drainage","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","31","Putting drainage line","173100","Drainage","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","32","Putting drainage line","178500","Drainage","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","33","Putting drainage line","207800","Drainage","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","34","Putting drainage line","214900","Drainage","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","35","Putting drainage line,laying tiles and concreatization","179800","Drainage","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","36","Electrification related work","2000000","Electrification","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","37","Electrification related work","2000000","Electrification","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","38","Electrification related work","2000000","Electrification","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","39","Electrification related work","2500000","Electrification","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","40","Electrification related work","2000000","Electrification","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","41","Putting underground cable","2000000","Electrification","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","42","Electrification work of schools,hospitals,samaj mandir,library etc","2000000","Electrification","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","43","Miscellaneous development work","4000000","Development work","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","44","Miscellaneous development work","4000000","Development work","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","45","Putting Water pipeline ","3000000","Water supply","","","","","","","","","","","","","","","","","","","",""
"29B","20-21","1","Concretization","973000","Concretization","","","","","","","","","","","","","","","","","","","",""
"29B","20-21","2","Putting drainage line","782000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29B","20-21","3","Developing footpath","814000","Footpath","","","","","","","","","","","","","","","","","","","",""
"29B","20-21","4","Concretization and laying tiles","822000","Concretization","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","1","Concretization and pavement blocks","782210.01","Concretization","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","2","Shed for library","899000","Library","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","3","Improvement work of Samaj mandir,bachat gat, gymnasium, budhvihar etc","891000","Maintenance","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","4","Improvement work of garden","1000000","Garden","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","5","Coal tar road","224500","Road","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","6","Coal tar road","224600","Road","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","7","Laying tiles, waterproofing, making plaster and concreatization","179100","Water supply","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","8","Concretization","173600","Concretization","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","9","Direction boards","133100","Nameplates","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","10","Thermo paint in various area","172400","Colouring","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","11","Improvement work in hospital","224300","Medical","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","12","Miscellaneous development work","2000000","Development work","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","13","Improvement work in Police station","2000000","Maintenance","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","14","Lodge for labour near dandekar pul","2000000","","Open","Expense code?","","","","","","","","","","","","","","","","","",""
"29D","20-21","15","Miscellaneous development work","149300","Development work","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","16","Improvement work in Anandmandal, Samaj Mandir and Budhavihar","899000","Maintenance","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","17","Constructing wall","221900","Fencing","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","18","Miscellaneous development work","734000","Development work","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","19","water pipeline","2500000","Water supply","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","20","Coal tar road","6000000","Road","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","21","Coal tar road","4000000","Road","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","22","Installing blocks","4000000","Pavement blocks","","","","","","","","","","","","","","","","","","","",""
"29D","20-21","23","Development of PMPL site","4000000","Maintenance","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","1","Toilet repairing","989000","Toilet","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","2","Toilet repairing","989000","Toilet","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","3","Chember repairing","989000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","4","Samaj Mandir repairing","860000","Buildings","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","5","Road concreatization","900000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","6","Road concreatization","949000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","7","Road concreatization","810000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","8","Road concreatization","851000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","9","Road concreatization","810000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","10","Repairing Pavasali line","899000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","11","Repairing related work","900000","Maintenance","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","12","Miscellaneous development work","900000","Development work","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","13","Miscellaneous development work","896000","Development work","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","14","Drainage line related work","880000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","15","Drainage line related work","883000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","16","Drainage line related work","899000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","17","Laying tiles and concreatization","898000","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","18","Laying tiles and concreatization","519000","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","19","Footpath repairing ","884000","Footpath","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","20","Footpath repairing ","886000","Footpath","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","21","Coal tar road","828000","Road","","","","","","","","","","","","","","","","","","","",""
