"38B","19-20","37","Monsoon line laying","983221.91","Drainage","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","38","Staircase for Hospital","497508.41","Medical","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","39","Concretization","497623.51","Concretization","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","40","Concretization","492572.94","Concretization","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","41","Drainage lines installation","961255","Drainage","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","42","Drainage lines installation","979110","Drainage","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","43","Drainage lines installation","997639.7","Drainage","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","44","Drainage lines installation","862050.42","Drainage","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","45","Drainage lines installation","989498.68","Drainage","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","46","Drainage lines installation","946279","Drainage","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","47","Chamber repairs and cleaning","989693","Drainage","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","48","Sludge (Gaal) Cleaning","989800.26","Drainage","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","49","Drainage lines installation","496656.74","Drainage","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","50","Drainage lines development","243683.3","Drainage","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","51","Drainage lines development","292760.47","Drainage","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","52","Drainage lines development","177808.6","Drainage","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","53","Drainage lines development","144522.3","Drainage","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","54","Drainage lines development","245454.19","Drainage","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","55","Electricity Poles installation","856829","Electrification","","","","","","","","","","","","","","","","","","","",""
"38B","19-20","56","Electricity Poles installation","855156","Electrification","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","57","Concretization","988121.28","Concretization","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","58","Concretization","956228.58","Concretization","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","59","Concretization","933507.34","Concretization","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","60","Concretization","989448.68","Concretization","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","61","Concretization","932827.16","Concretization","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","62","Concretization","990065","Concretization","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","63","Concretization","889217.37","Concretization","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","64","Concretization","899411.83","Concretization","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","65","Concretization","860483.78","Concretization","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","66","Concretization","845758.85","Concretization","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","67","Concretization","885174","Concretization","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","68","Concretization","985742","Concretization","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","69","Concretization","859881.2","Concretization","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","70","Concretization","856563.92","Concretization","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","71","Monsoon Lines Laying","983221.91","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","72","Monsoon Lines Laying","871016","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","73","Monsoon Lines Laying","989800","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","74","Road Tarring","490549.02","Road","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","75","Road development","490793.29","Road","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","76","Road Tarring","490482.37","Road","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","77","Concretization","442635.6","Concretization","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","78","Concretization","467982.08","Concretization","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","79","Garbage Removal","172990.81","Cleaning","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","80","Monsoon line cleaning","272348","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","81","Thermoplastic paints and Cat's eye","174514.9","Traffic","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","82","Drainage lines installation","974335.64","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","83","Drainage lines installation","855156.64","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","84","Drainage lines installation","989788","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","85","Drainage lines installation","761321","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","86","Drainage lines installation","984504.89","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","87","Drainage lines installation","988975.34","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","88","Drainage lines installation","761321.48","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","89","Drainage line and chamber repairs","998459","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","90","Drainage line and chamber repairs","988670.41","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","91","Sludge (Gaal) Cleaning","989791.94","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","92","Drainage lines development","240183","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","93","Drainage lines development","190862.32","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","94","Drainage lines development","216769.57","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","95","Drainage lines development","147794","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","96","Drainage line and chamber repairs","246255.72","Drainage","","","","","","","","","","","","","","","","","","","",""
"38C","19-20","97","Naala Cleaning","167439","Drainage","","","","","","","","","","","","","","","","","","","",""
